itnum,ssobja,fsobj,ssobjx,abscrit,concrit,delta,delcrit,numcuts
1, 925.8479161800541, -22800.883063656333, 925.8479161800541, 23726.730979836386, 25.627028548843835, 0.25, -0.0, 12 
2, 603.2983847627316, 423.39004619066066, 603.2983847627316, 179.908338572071, 0.2982078903506371, 0.0625, -0.22334404932574162, 12 
3, 603.2983847627316, 599.093216870674, 628.7557027904321, 4.205167892057602, 0.006970295293780267, 0.125, 0.2380674731823553, 3 
4, 599.3285875157829, 599.2785248570174, 599.3285875157829, 0.05006265876556881, 8.353123780240515e-5, 0.05, -131.30513240519628, 3 
5, 599.3171427748873, 599.2855369441526, 599.3171427748873, 0.03160583073474754, 5.2736403614962e-5, 0.05, -5.19764021708469, 3 
6, 599.3143119565252, 599.2881533766226, 599.3143119565252, 0.02615857990258519, 4.364751413525127e-5, 0.05, -1.75475353903457, 2 
7, 599.312081230055, 599.2881580018168, 599.312081230055, 0.023923228238231786, 3.991781408632158e-5, 0.05, -3.213230014977409, 2 
8, 599.3110422030442, 599.2881591688664, 599.3110422030442, 0.022883034177766604, 3.818223354211135e-5, 0.05, -0.8950629785939541, 3 
9, 599.3101356272941, 599.2881602571018, 599.3101356272941, 0.02197537019230822, 3.666777664172669e-5, 0.05, -0.5693056437006204, 3 
10, 599.3093204616109, 599.2881657818632, 599.3093204616109, 0.021154679747724003, 3.529843275493585e-5, 0.05, -0.38534992224331754, 3 
11, 599.309258765839, 599.2881671671541, 599.309258765839, 0.021091598684847668, 3.519318010917802e-5, 0.05, -0.01919309155672318, 4 
12, 599.309258765839, 599.2881936050529, 599.3160226929049, 0.021065160786065462, 3.514906615900037e-5, 0.1, 0.6276069864155014, 4 
13, 599.309258765839, 599.2882086839303, 599.3135114839924, 0.021050081908697393, 3.512390573114528e-5, 0.2, 0.47659139169685466, 4 
14, 599.309258765839, 599.2882155566397, 599.3105352853061, 0.02104320919931979, 3.511243801347351e-5, 0.4, 0.17556103156105737, 4 
15, 599.309258765839, 599.2928313360447, 602.5747896223226, 0.016427429794248383, 2.741060571644553e-5, 0.8, 0.9974021193668947, 4 
16, 599.309258765839, 599.2928373319496, 599.4738689063955, 0.016421433889377113, 2.740060102390396e-5, 1.6, 0.9348728657122273, 4 
17, 599.309258765839, 599.2928582710803, 599.5896479152678, 0.01640049475872729, 2.7365662250067996e-5, 3.2, 0.9518342371956534, 4 
18, 599.309258765839, 599.2928643251506, 599.5781760450225, 0.016394440688372924, 2.7355560503322363e-5, 6.4, 0.9425184956885968, 4 
19, 599.309258765839, 599.2928703753053, 599.4374816604306, 0.01638839053373431, 2.7345465290291495e-5, 12.8, 0.8866357152460946, 4 
20, 599.309258765839, 599.2928730989745, 599.403758567583, 0.016385666864493942, 2.7340920609560253e-5, 25.0, 0.8522079737949129, 4 
21, 599.309258765839, 599.2928736453478, 599.4480988231159, 0.016385120491236194, 2.7340008937915345e-5, 25.0, 0.8944397454444089, 4 
22, 599.309258765839, 599.2928744179936, 599.4222126592995, 0.016384347845360026, 2.733871971058427e-5, 25.0, 0.8733164875937283, 4 
23, 599.309258765839, 599.2928790800997, 599.466737640787, 0.016379685739252636, 2.733094057812603e-5, 25.0, 0.9057630033959951, 4 
24, 599.309258765839, 599.2928809916442, 599.3628531858541, 0.016377774194779704, 2.7327750998714443e-5, 25.0, 0.7659178972097351, 4 
25, 599.309258765839, 599.2928817084655, 599.3902779581649, 0.016377057373460957, 2.7326554919547866e-5, 25.0, 0.8318451296480311, 4 
26, 599.309258765839, 599.292884395613, 599.4123120293863, 0.01637437022600352, 2.7322071178610895e-5, 25.0, 0.8628735371931497, 4 
27, 599.309258765839, 599.2928870162618, 599.4150768374694, 0.0163717495771607, 2.7317698396437934e-5, 25.0, 0.865995227987664, 4 
28, 599.309258765839, 599.2928887820461, 599.3945639751394, 0.016369983792856146, 2.731475203063643e-5, 25.0, 0.8389826973407197, 4 
29, 599.309258765839, 599.2928903068664, 599.437962308961, 0.016368458972578992, 2.7312207734423995e-5, 25.0, 0.8871607781950587, 4 
30, 599.309258765839, 599.2928920412367, 599.4090741890984, 0.016366724602335125, 2.7309313785734737e-5, 25.0, 0.8591159225872279, 4 
31, 599.309258765839, 599.2928936992059, 599.4153710797126, 0.016365066633056813, 2.730654731874952e-5, 25.0, 0.8663712183518917, 4 
32, 599.309258765839, 599.2928957052452, 599.4297366891765, 0.01636306059378967, 2.7303200066495688e-5, 25.0, 0.880409900977608, 4 
33, 599.309258765839, 599.2928975738225, 599.4134915111416, 0.016361192016461246, 2.73000821815288e-5, 25.0, 0.864314844462533, 4 
34, 599.309258765839, 599.2928997180655, 599.4090548353242, 0.016359047773448765, 2.729650432421871e-5, 25.0, 0.8591461963647042, 4 
35, 599.309258765839, 599.2929021910965, 599.3787709776813, 0.016356574742530938, 2.729237785548549e-5, 25.0, 0.8094933284127076, 4 
36, 599.309258765839, 599.2929050766146, 599.4588697418867, 0.01635368922438829, 2.7287563115682222e-5, 25.0, 0.9014471518390489, 4 
37, 599.309258765839, 599.2929103379437, 599.419897049234, 0.016348427895309214, 2.7278784127201533e-5, 25.0, 0.8712226531001117, 4 
38, 599.309258765839, 599.2929147838644, 599.4094748282341, 0.016343981974614508, 2.727136571904301e-5, 25.0, 0.8597477847623347, 4 
39, 599.309258765839, 599.2929192730784, 599.3867103893258, 0.016339492760607754, 2.7263875072200685e-5, 25.0, 0.8257489572482004, 4 
40, 599.309258765839, 599.2929249765025, 599.4041320775576, 0.01633378933649965, 2.725435840943487e-5, 25.0, 0.8530790323791704, 4 
41, 599.309258765839, 599.2929255686529, 599.362440295154, 0.016333197186099824, 2.7253370354618157e-5, 25.0, 0.7650332368482758, 4 
42, 599.309258765839, 599.2929261675497, 599.3518246645565, 0.016332598289295674, 2.7252371042834816e-5, 25.0, 0.7226918850316139, 4 
43, 599.309258765839, 599.2929269841184, 599.3335706101203, 0.01633178172062344, 2.7251008526470698e-5, 25.0, 0.5981591254270013, 4 
44, 599.309258765839, 599.2929288882814, 599.3274450580549, 0.016329877557609507, 2.72478312636701e-5, 25.0, 0.5268628891823756, 4 
45, 599.309258765839, 599.2929305288209, 599.3507923365918, 0.016328237018115033, 2.7245093879806128e-5, 25.0, 0.717785958040576, 4 
46, 599.309258765839, 599.2929316285413, 599.3431915716124, 0.01632713729770785, 2.724325889996709e-5, 25.0, 0.6751313506691242, 4 
47, 599.309258765839, 599.2929328932787, 599.3242292592013, 0.01632587256028728, 2.724114857478511e-5, 25.0, 0.4783267294922885, 4 
48, 599.309258765839, 599.292934303932, 599.3552950010101, 0.016324461906947363, 2.723879477610891e-5, 25.0, 0.7382084533698606, 4 
49, 599.309258765839, 599.2929361930463, 599.3348347280511, 0.01632257279266014, 2.7235642623427148e-5, 25.0, 0.6103986460468512, 4 
50, 599.309258765839, 599.2929385581338, 599.3360550866198, 0.01632020770523468, 2.7231696267867198e-5, 25.0, 0.6214519552318672, 4 
51, 599.309258765839, 599.292939952836, 599.3329583127761, 0.016318813002953902, 2.722936908493055e-5, 25.0, 0.592196206340901, 4 
52, 599.309258765839, 599.2929424417747, 599.324446451019, 0.01631632406429162, 2.7225216072732126e-5, 25.0, 0.48204929165993643, 4 
53, 599.309258765839, 599.2929435035261, 599.3585853636359, 0.016315262312900813, 2.7223444447523144e-5, 25.0, 0.7514381798249959, 4 
54, 599.309258765839, 599.2929450805048, 599.3475181655305, 0.01631368533423938, 2.722081312047727e-5, 25.0, 0.7010469367323053, 4 
55, 599.309258765839, 599.2929475771127, 599.3467972890013, 0.016311188726263026, 2.721664731135646e-5, 25.0, 0.6970656197880751, 4 
56, 599.309258765839, 599.2929488772754, 599.3296548662705, 0.016309888563569075, 2.721447787600245e-5, 25.0, 0.5556416952580643, 4 
57, 599.309258765839, 599.2929499469061, 599.3620973072094, 0.016308818932884606, 2.7212693103501736e-5, 25.0, 0.7641321913519635, 4 
58, 599.309258765839, 599.2929505998717, 599.3521094055452, 0.016308165967302557, 2.721160357322584e-5, 25.0, 0.7243244042375697, 4 
59, 599.309258765839, 599.2929515105354, 599.334110398838, 0.016307255303559032, 2.7210084050992195e-5, 25.0, 0.6037841185514186, 4 
60, 599.309258765839, 599.2929542445125, 599.3480581185567, 0.016304521326446775, 2.72055221706737e-5, 25.0, 0.7040780414630577, 4 
61, 599.309258765839, 599.2929558058282, 599.3492167528341, 0.016302960010762035, 2.7202916978676576e-5, 25.0, 0.7102062832981475, 4 
62, 599.309258765839, 599.2929568108556, 599.362748785035, 0.01630195498341891, 2.7201240002510388e-5, 25.0, 0.7664097410271362, 4 
63, 599.309258765839, 599.2929585328037, 599.321904389991, 0.016300233035281053, 2.719836678119323e-5, 25.0, 0.4368456529358278, 4 
64, 599.309258765839, 599.2929615832285, 599.3215822368696, 0.016297182610514938, 2.7193276880242263e-5, 25.0, 0.43053376178029623, 4 
65, 599.309258765839, 599.2929637912039, 599.3216194273107, 0.016294974635115977, 2.7189592679862135e-5, 25.0, 0.4313186083747655, 4 
66, 599.309258765839, 599.2929671699018, 599.3215791152059, 0.016291595937218517, 2.7183955026433557e-5, 25.0, 0.43055075395805537, 4 
67, 599.309258765839, 599.2929739045251, 599.3215919701684, 0.016284861313920374, 2.7172717717482227e-5, 25.0, 0.43085730455480103, 4 
68, 599.309258765839, 599.2929763176872, 599.32156870191, 0.016282448151741846, 2.716869114498526e-5, 25.0, 0.43049565493495706, 4 
69, 599.309258765839, 599.2929791651168, 599.3215435863069, 0.016279600722214127, 2.7163939959372704e-5, 25.0, 0.4300313267074106, 4 
70, 599.309258765839, 599.2929841160528, 599.3215311615752, 0.016274649786168993, 2.7155678888860747e-5, 25.0, 0.42982618434736813, 4 
71, 599.309258765839, 599.2929853197885, 599.3215225838087, 0.016273446050490747, 2.7153670350429814e-5, 25.0, 0.42972937550969237, 4 
72, 599.309258765839, 599.2929875738514, 599.3215215557153, 0.016271191987584643, 2.7149909249006575e-5, 25.0, 0.4297269571503789, 4 
73, 599.309258765839, 599.2929883700307, 599.321527892141, 0.016270395808305693, 2.7148580754131344e-5, 25.0, 0.42988750631817246, 4 
74, 599.309258765839, 599.2929919738989, 599.3215280580902, 0.01626679194009739, 2.714256738431336e-5, 25.0, 0.4299028140256606, 4 
75, 599.309258765839, 599.2929957024762, 599.3215099373074, 0.01626306336277139, 2.7136345926407503e-5, 25.0, 0.4295948925225751, 4 
76, 599.309258765839, 599.2930006426084, 599.3215133045667, 0.01625812323061382, 2.7128102883128407e-5, 25.0, 0.4297184120124993, 4 
77, 599.309258765839, 599.2930045057582, 599.3215062774877, 0.016254260080813765, 2.712165687926054e-5, 25.0, 0.42965230059311466, 4 
