itnum,ssobja,fsobj,ssobjx,abscrit,concrit,delta,delcrit,numcuts
1, 1049.3440625961002, -24969.564540273408, 1049.3440625961002, 26018.90860286951, 24.79540269994541, 0.25, -0.0, 12 
2, 719.1012601855557, -886.7145554544155, 719.1012601855557, 1605.8158156399713, 2.233087194459075, 0.0625, -0.237661994082327, 12 
3, 694.031299642211, 669.7398784494424, 694.031299642211, 24.291421192768667, 0.035000469294811265, 0.05, -2.4222994852949666, 4 
4, 688.5756511936606, 683.7958196391635, 688.5756511936606, 4.77983155449715, 0.006941621514223623, 0.05, -2.8070525832954845, 2 
5, 687.7050970484158, 683.9147085223731, 687.7050970484158, 3.7903885260427614, 0.005511648150217737, 0.05, -0.6931417268664365, 3 
6, 687.6356701311861, 683.9322463033855, 687.6356701311861, 3.703423827800634, 0.005385735482706361, 0.05, -0.16471396080349415, 2 
7, 687.2263138065866, 684.5026515473686, 687.2263138065866, 2.723662259218031, 0.0039632682924073594, 0.05, -40.461688398782094, 2 
8, 687.2063857777746, 684.5060979596813, 687.2063857777746, 2.7002878180933294, 0.003929369508167147, 0.05, -0.46035072003272376, 3 
9, 687.1373648890254, 685.1098415334774, 687.1373648890254, 2.0275233555480554, 0.0029506812744424264, 0.05, -2.943247663792817, 2 
10, 687.1217989976168, 685.1098415334774, 687.1217989976168, 2.011957464139414, 0.0029280943597979185, 0.05, -0.6068798698568194, 1 
11, 687.1021030228218, 685.1102373302025, 687.1021030228218, 1.9918656926192853, 0.0028989369758235716, 0.05, -0.4877260247485976, 2 
12, 687.0827157115576, 685.1104459931811, 687.0827157115576, 1.9722697183765376, 0.002870498228635726, 0.05, -0.34997369990398597, 2 
13, 687.0689512905375, 685.110453741994, 687.0689512905375, 1.9584975485435052, 0.0028505109201405897, 0.05, -0.18106693850762817, 3 
14, 687.0689512905375, 685.1105250275045, 687.0694641393546, 1.9584262630329476, 0.002850407167074142, 0.05, 0.004623947961702783, 3 
15, 687.0689512905375, 685.1105250276236, 687.0694640295865, 1.9584262629139175, 0.0028504071669008986, 0.05, 0.004622965943035469, 3 
16, 687.0689512905375, 685.11053015401, 687.0694621259357, 1.9584211365274768, 0.002850399705660755, 0.05, 0.00460588455489074, 3 
17, 687.0689512905375, 685.1107261846487, 687.0694639572694, 1.9582251058888005, 0.0028501143912999355, 0.05, 0.004622323320370749, 3 
18, 687.0689512905375, 685.1107296581649, 687.0694635151649, 1.958221632372556, 0.002850109335742938, 0.05, 0.004618357945400012, 3 
19, 687.0689512905375, 685.1108885826111, 687.0694547899643, 1.9580627079263877, 0.002849878027886762, 0.05, 0.004540046738478259, 3 
20, 687.0689512905375, 685.110888582614, 687.0694640396038, 1.9580627079234318, 0.0028498780278824595, 0.05, 0.004623066609074059, 3 
21, 687.0689512905375, 685.1111961866175, 687.069463728841, 1.9577551039200216, 0.0028494303231756286, 0.05, 0.004620278583459999, 3 
22, 687.0689512905375, 685.1118479063892, 687.0694640679963, 1.9571033841482404, 0.0028484817724216513, 0.05, 0.004623324070716013, 3 
23, 687.0689512905375, 685.1118555844341, 687.0694639360427, 1.9570957061033596, 0.002848470597349824, 0.05, 0.004622148802348573, 3 
24, 687.0689512905375, 685.1118555844214, 687.0694639343926, 1.9570957061160925, 0.0028484705973683567, 0.05, 0.0046221379016043885, 3 
25, 687.0689512905375, 685.1119598261771, 687.0694640364532, 1.9569914643603852, 0.002848318877871337, 0.05, 0.004623056120757451, 3 
26, 687.0689512905375, 685.1121034075404, 687.0694640563659, 1.9568478829970672, 0.002848109901227802, 0.05, 0.004623235076734662, 3 
27, 687.0689512905375, 685.1121034075488, 687.0694638088202, 1.9568478829886544, 0.0028481099012155576, 0.05, 0.004621015837644413, 3 
28, 687.0689512905375, 685.1121623856592, 687.0694639540017, 1.9567889048782945, 0.002848024061053156, 0.05, 0.00462231940627453, 3 
29, 687.0689512905375, 685.1122636904915, 687.0694637425369, 1.9566876000459388, 0.002847876616124717, 0.05, 0.0046204226503864234, 3 
30, 687.0689512905375, 685.1125933508717, 687.0694640744656, 1.956357939665736, 0.002847396809287887, 0.05, 0.004623403467190175, 3 
31, 687.0689512905375, 685.1129592883754, 687.0694639667965, 1.9559920021621338, 0.0028468642026216787, 0.05, 0.004622438056187525, 3 
32, 687.0689512905375, 685.1129592883756, 687.0694650746683, 1.9559920021619064, 0.002846864202621348, 0.05, 0.004632494305948427, 3 
33, 687.0689512905375, 685.1129592883768, 687.0694650922306, 1.9559920021606558, 0.0028468642026195277, 0.05, 0.004632655039212278, 3 
34, 687.0689512905375, 685.1129592883768, 687.0694649541671, 1.9559920021606558, 0.0028468642026195277, 0.05, 0.004631417171323468, 3 
