fsobj
0.0 
-670.4469664279238 
683.681646060854 
686.6321006949148 
686.4491430184787 
687.2141702360066 
687.2161966726569 
687.1630969809968 
687.1139143009883 
687.0961499488988 
687.0617197466651 
687.027319231095 
686.99293287925 
686.95855267994 
686.958552754262 
686.9585528333348 
686.9585529075906 
686.9585529636208 
686.9585529743275 
686.9585530125366 
686.9585530350782 
686.9585530761512 
686.9585532910934 
686.9585533848629 
686.9585534392604 
686.9585534452024 
686.9585535024675 
686.9585535173451 
686.9585535428218 
686.9585535880042 
686.9585536090223 
686.9585563295255 
686.9585564041571 
686.9585564330545 
686.9585564721691 
686.9585588845474 
686.9585589591791 
686.9585589880763 
686.9585590271909 
686.9603420583151 
686.9266563364583 
686.8931397685607 
686.8596556094737 
686.8262814440766 
686.7929447303503 
686.7929451669372 
686.7929474408154 
686.7929476468275 
686.7929489060347 
686.7929496889899 
686.7929515874388 
686.7929516148903 
686.7929524779472 
686.7929525054096 
686.7929528601335 
686.7929550426765 
686.792957227745 
686.792958363527 
686.7929584158114 
686.7929584778221 
686.7929590778388 
686.7929592673348 
686.7929599120918 
686.7929600204196 
686.7929609051039 
686.7929611743975 
686.7929646820962 
686.792965240599 
686.7929652482733 
686.7929661092203 
686.7929661490217 
686.7929668776154 
686.7929674661444 
686.7929679602669 
686.7929682292224 
686.7929689295519 
686.7929714138169 
686.7929717330918 
686.7929749211218 
686.7929757501445 
686.7929760341121 
686.7929762410586 
686.7929792110475 
686.7929801564244 
686.7930263161979 
686.7930281411996 
686.7930289488559 
686.7930290403265 
686.7930294865619 
686.7930300333505 
686.7930302276347 
686.7930303571326 
686.7930351055649 
686.7930358428871 
686.7930359343272 
686.7930363805508 
686.7930364900853 
686.7930367087023 
686.793037121617 
686.7930371782404 
686.7930433960621 
686.7930439010021 
686.7930447013987 
686.7930447924259 
686.7930452366479 
686.7930459705273 
686.7930486551703 
686.7930501337266 
686.7930504004784 
686.7930519019807 
686.7930520834649 
686.7930523961275 
686.7930533506155 
686.7930539359517 
686.7930550317753 
686.7930556243485 
686.7930557132936 
686.7930564604686 
686.7930586464664 
686.7930592852119 
686.7930596802946 
686.7930612860013 
686.7930615751234 
686.7930632983631 
686.7930647447145 
686.7930671895327 
686.7930682573465 
686.7930684513881 
686.7930694245505 
686.7930708949012 
686.793071798761 
686.7930740276595 
686.7930742460283 
686.7930779296577 
686.7930781477077 
686.7930784994829 
686.7930806407105 
686.793084651337 
686.7930899893862 
686.7930901549503 
686.7930909775861 
686.7930911431548 
686.7930936737574 
686.793094272585 
686.7930992724927 
686.7931016780707 
686.7931067424445 
686.7931067779181 
686.7931074761228 
686.7931083176385 
686.7931103504252 
686.793114945813 
686.7931157871982 
686.9342863652944 
686.9274681054644 
686.9140316769476 
686.889699687511 
686.8459283697033 
686.7627814443094 
686.6018104728946 
686.6019297401047 
686.6025930131235 
686.605877035079 
686.6061030757851 
686.60970446461 
686.6110745136295 
686.6111109053043 
686.6138465684186 
686.6139636211685 
686.6141168758267 
686.6141461251942 
686.614151439684 
686.6141518857278 
686.614157046531 
686.61417109259 
686.614176526396 
686.6141802937694 
686.6141832423062 
686.6141904181163 
686.6141948128515 
686.6141973910716 
686.6142178430948 
686.6142277261714 
686.6142417843579 
686.6142513725421 
686.614258737395 
