conidx,dualval
1,-0.060996941236596006
2,-0.07174673005016843
3,-0.06140029332174447
4,-0.060948063899130794
5,-0.06091222137340095
6,-0.07160421655170697
7,-0.07185498447811703
8,-0.07175264835510872
9,-0.07166954706005353
10,-0.07155893882563327
11,-0.0713543370429732
12,-0.07150018444529635
13,-0.07150501271623667
14,-0.06032280660582179
15,-0.06221837302748279
16,-0.07042695302056531
17,-0.0655605012093941
18,-0.07168150424155442
19,-0.07077056981047705
20,-0.07106936701909596
21,-0.07736529277141763
22,-0.0
23,-0.0712337054838364
24,-0.07283417206719925
25,-0.0723091838645299
26,-0.07231503286467002
27,-0.07212508473720446
28,-0.07233153879085039
29,-0.07234783523352227
30,-0.07237029388258047
31,-0.06151089192089815
32,-0.07236645311164414
33,-0.07234505545480904
34,-0.07238785076847913
35,-0.07236594103459318
36,-0.07248412619769964
37,-0.06161746630445032
38,-0.0722551286434783
39,-0.07198187317422716
40,-0.07209946361786458
41,-0.07190519485615943
42,-0.0719245987728202
43,-0.07236972673028892
44,-0.07260473813239694
45,-0.07194261669543373
46,-0.07192790753317564
47,-0.06182329900610385
48,-0.06123011818407374
49,-0.07518353908691927
50,-0.07518758209934108
51,-0.07505628399360731
52,-0.07519899151342568
53,-0.07521025612593636
54,-0.07522578024885367
55,-0.07522312538746996
56,-0.07522312538746996
57,-0.07520833465566817
58,-0.07523791611927172
59,-0.07520250728843593
60,-0.06402540204982507
61,-0.07532589240136846
62,-0.07507427372176444
63,-0.07479811970803779
64,-0.07489413609239258
65,-0.0746450275564821
66,-0.07451343040036101
67,-0.07517418271205395
68,-0.07541770151175953
69,-0.07461366254070624
70,-0.07462599098621353
71,-0.0755516368515976
72,-0.07489592345894566
73,-0.07570562650516723
74,-0.056796482719075635
75,-0.05679714734012116
76,-0.056776398780219325
77,-0.06682342875831951
78,-0.06682480706175976
79,-0.06682759384789186
80,-0.06788665684766573
81,-0.06743648957061432
82,-0.06682556689118532
83,-0.06682974666457646
84,-0.06649540888017817
85,-0.06685835864590603
86,-0.06706074234219085
87,-0.05582386850780603
88,-0.0567347452891098
89,-0.0645243792728117
90,-0.05965684315740226
91,-0.05524105898111721
92,-0.06537380810012497
93,-0.06611244186300613
94,-0.06994242521209497
95,-0.0
96,-0.06651869043259076
97,-0.06676596792899334
98,-0.06974526071036005
99,-0.06976656176558321
100,-0.06907480326742434
101,-0.06982667351744687
102,-0.06988602236630648
103,-0.0699678129138128
104,-0.059460178215659354
105,-0.069953825484875
106,-0.06987589888905177
107,-0.07003175208069821
108,-0.06997308650328787
109,-0.07036124476446366
110,-0.07039366518206355
111,-0.06962335931365476
112,-0.06872758653099588
113,-0.06913207588059878
114,-0.06853145138032145
115,-0.06858108457799506
116,-0.07001913057992931
117,-0.07079048249239062
118,-0.06862717254726328
119,-0.0685895480423381
120,-0.07121472604424431
121,-0.06885912718591564
122,-0.056407853741621515
123,-0.05902923938991027
124,-0.0
125,-0.07716931337248545
126,-0.06321584099635073
127,-0.06755530732169435
128,-0.08114414363021794
129,-0.08114414363021794
130,-0.0920241771062478
131,-0.07026411015418817
132,-0.06087103669415041
133,-0.06282073005524794
134,-0.06022137027569797
135,-0.06303925523537665
136,-0.053083591109215664
137,-0.05099423699913916
138,-0.0
139,-0.07712232674353273
140,-0.056500172843249735
141,-0.061287943142476375
142,-0.06556978817324266
143,-0.03979669224387556
144,-0.06392121680705098
145,-0.03297324040486473
146,-0.06443245148295097
147,-0.05569795330412086
148,-0.06550497154684595
149,-0.06623977690470288
150,-0.06544050860807055
151,-0.055571069237321837
152,-0.0652916026894318
153,-0.06398572435364891
154,-0.06454685739771979
155,-0.06538772005978202
156,-0.06522381362535748
157,-0.06545763080056538
158,-0.06509531566339317
159,-0.06478446519089326
160,-0.0661957688363226
161,-0.06768584088259942
162,-0.06723267702941016
163,-0.06795141900057947
164,-0.0682861868956126
165,-0.06638798123562988
166,-0.06565346315408183
167,-0.06859704279814331
168,-0.06834327159447663
169,-0.06524947820923041
170,-0.06713800956356532
171,-0.061714049242760416
172,-0.06168892950028592
173,-0.06250470107339626
174,-0.06161804138180121
175,-0.061548052933628375
176,-0.06145159961388991
177,-0.061468094600129614
178,-0.061468094600129614
179,-0.0615599912690264
180,-0.06137619793123286
181,-0.06143712858941765
182,-0.060995888392730374
183,-0.06095595953655593
184,-0.06182852453574558
185,-0.06284606677082911
186,-0.06237834265082541
187,-0.0630448981620739
188,-0.06299458266425814
189,-0.06137023004506359
190,-0.060493610387879315
191,-0.06294786113057203
192,-0.06298600285393689
193,-0.06001146957642793
194,-0.05330871720977149
195,-0.0666424498760196
196,-0.06970917213483627
197,-0.0
198,-0.09066277035821448
199,-0.07486954928041566
200,-0.08008919661995739
201,-0.09560431967286728
202,-0.09560431967286728
203,-0.10782162244665017
204,-0.08338701689908454
205,-0.08591952958990728
206,-0.08740313493843861
207,-0.07160459058073797
208,-0.07800325843609501
209,-0.056597019034435626
210,-0.06688278229145397
211,-0.0
212,-0.045277824490168615
213,-0.07054014825418202
214,-0.07372046648264122
215,-0.051875611719727474
216,-0.031485197864574585
217,-0.0754696415082937
218,-0.035155630503249255
219,-0.07488611897629982
220,-0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,-0.0
230,-0.0
231,-0.0
232,-0.0
233,-0.0
234,-0.0
235,-0.0
236,-0.0
237,-0.0
238,-0.0
239,-0.0
240,0.0
241,-0.0
242,-0.0
243,-0.0
244,-0.0
245,-0.0
246,0.0
247,0.0
248,0.0
249,-0.0
250,0.0
251,0.0
252,0.0
253,-0.0
254,-0.0
255,-0.0
256,0.5273923717898753
257,0.4946132112190629
258,0.47782430146195237
259,-0.0
260,-0.0
