PR_{101},PR_{102},PR_{103},PR_{104},PR_{105},PR_{106},PR_{107},PR_{108},PR_{109},PR_{110},PR_{111},PR_{112},PR_{113},PR_{114},PR_{115},PR_{116},PR_{117},PR_{118},PR_{119},PR_{120},PR_{121},PR_{122},PR_{123},PR_{124}
1.9996770420632966, 1.9996770420632966, 1.9996770420632966, 1.9996770420632966, 1.9996770420632966, 1.9996770420632966, 1.831509764686305, 1.9996770420632966, 1.9996770420632966, 1.9996770441725444, 1.9996770399540416, 1.9996770420632966, 1.9996770420632966, 1.9996770399540416, 1.9996770420632966, 1.9996770420632966, 1.9996770420632966, 1.9996770420632966, 1.9996770420632966, 1.9996770420632966, 1.9996770420632966, 1.9996770441725444, 1.9996770441725444, 1.9996770420632966 
-3.881339694089547e-12, -3.881339694089547e-12, -3.881339694089547e-12, -3.881339694089547e-12, -3.881339694089547e-12, -7.761791209759394e-12, 1.8561282682872977, 7.760903031339694e-12, 7.760903031339694e-12, 7.760903031339694e-12, -3.881339694089547e-12, 0.0, -3.881339694089547e-12, -7.761791209759394e-12, -3.881339694089547e-12, 7.760903031339694e-12, -7.761791209759394e-12, 0.0, 0.0, 0.0, 7.760903031339694e-12, 7.760903031339694e-12, 7.760903031339694e-12, -7.761791209759394e-12 
1.9996770420632966, 1.9996770420632966, 1.9996770419882548, 1.9996770420632966, 1.9996770420632966, 1.9996770419882548, 1.8315097647613463, 1.9996770421383383, 1.9996770421383383, 1.9996770441725444, 1.9996770400290833, 1.9996770420632966, 1.9996770420632966, 1.9996770399540416, 1.9996770420632966, 0.032658881233149195, 1.9996770419882548, 1.9996770420632966, 1.9996770419882548, 1.9996770420632966, 1.9996770421383383, 1.9996770441725444, 1.9996770441725444, 1.9996770419882548 
1.9996770420632966, 1.9996770420632966, 1.9996770419882548, 1.9996770420632966, 1.9996770420632966, 1.9996770419882548, 1.8315097647613463, 1.9996770421383383, 1.9996770421383383, 1.9996770441725444, 1.9996770400290833, 1.9996770420632966, 1.9996770420632966, 1.9996770399540416, 1.9996770420632966, 1.9996770421383383, 1.9996770419882548, 1.9996770420632966, 0.032658881233149195, 1.9996770420632966, 1.9996770421383383, 1.9996770441725444, 1.9996770441725444, 1.9996770419882548 
1.9996770419806573, 1.9996770419806573, 1.9996770411810143, 1.9996770419806573, 1.9996770419806573, 1.9996770411810143, 1.831509764836388, 1.9996770427802995, 1.9996770427802995, 1.999677044089906, 1.9996770406710462, 1.9996770419806573, 1.9996770419806573, 1.9996770398714032, 1.9996770419806573, 1.9996770427802995, 1.9996770411810143, 1.9996770419806573, 1.9996770411810143, 0.03265888131578887, 1.9996770427802995, 1.999677044089906, 1.999677044089906, 1.9996770411810143 
1.9996770419806573, 1.9996770419806573, 1.9996770415978524, 1.9996770419806573, 1.9996770419806573, 1.9996770415978524, 1.8315097649864711, 1.999677042363463, 1.999677042363463, 1.999677044089906, 1.9996770402542081, 1.9996770419806573, 1.9996770419806573, 1.9996770398714032, 1.9996770419806573, 1.999677042363463, 1.9996770415978524, 1.9996770419806573, 1.9996770415978524, 1.9996770419806573, 1.999677042363463, 1.999677044089906, 0.032658881369492576, 1.9996770415978524 
1.9996770420632966, 1.9996770420632966, 1.9996770420632966, 1.9996770420632966, 1.9996770420632966, 1.9996770420632966, 1.831509764686305, 1.9996770420632966, 1.9996770420632966, 1.9996770441725444, 1.9996770399540416, 1.9996770420632966, 1.9996770420632966, 0.0326588811794446, 1.9996770420632966, 1.9996770420632966, 1.9996770420632966, 1.9996770420632966, 1.9996770420632966, 1.9996770420632966, 1.9996770420632966, 1.9996770441725444, 1.9996770441725444, 1.9996770420632966 
1.9996770419806573, 1.9996770419806573, 1.9996770415978524, 1.9996770419806573, 1.9996770419806573, 1.9996770415978524, 1.8315097649864711, 1.999677042363463, 1.999677042363463, 1.999677044089906, 1.9996770402542081, 1.9996770419806573, 0.03265888131578887, 1.9996770398714032, 1.9996770419806573, 1.999677042363463, 1.9996770415978524, 1.9996770419806573, 1.9996770415978524, 1.9996770419806573, 1.999677042363463, 1.999677044089906, 1.999677044089906, 1.9996770415978524 
1.9996770419806573, 1.9996770419806573, 1.9996770415133858, 1.9996770419806573, 1.9996770419806573, 1.9996770415133858, 1.8315097649864711, 1.9996770424479293, 1.9996770424479293, 1.999677044089906, 0.03265888086985136, 1.9996770419806573, 1.9996770419806573, 1.9996770398714032, 1.9996770419806573, 1.9996770424479293, 1.9996770415133858, 1.9996770419806573, 1.9996770415133858, 1.9996770419806573, 1.9996770424479293, 1.999677044089906, 1.999677044089906, 1.9996770415133858 
1.9996770420632966, 1.9996770420632966, 1.9996770418381717, 1.9996770420632966, 1.9996770420632966, 1.9996770418381717, 1.8315097649114298, 1.9996770422884214, 1.9996770422884214, 1.9996770441725444, 1.9996770401791664, 0.032658881233149195, 1.9996770420632966, 1.9996770399540416, 1.9996770420632966, 1.9996770422884214, 1.9996770418381717, 1.9996770420632966, 1.9996770418381717, 1.9996770420632966, 1.9996770422884214, 1.9996770441725444, 1.9996770441725444, 1.9996770418381717 
1.9996770417445981, 1.9996770417445981, 1.9996770397198107, 1.9996770417445981, 1.9996770417445981, 1.9996770397198107, 1.8315097649864711, 1.9996770437693807, 1.9996770437693807, 0.032658881369492576, 1.999677041660131, 1.9996770417445981, 1.9996770417445981, 1.9996770396353436, 1.9996770417445981, 1.9996770437693807, 1.9996770397198107, 1.9996770417445981, 1.9996770397198107, 1.9996770417445981, 1.9996770437693807, 1.999677043853847, 1.999677043853847, 1.9996770397198107 
1.9996770418254086, 1.9996770418254086, 1.9996770398814316, 1.9996770418254086, 1.9996770418254086, 0.032658881262082495, 1.8315097649864711, 1.9996770437693807, 1.9996770437693807, 1.9996770439346578, 1.999677041660131, 1.9996770418254086, 1.9996770418254086, 1.999677039716154, 1.9996770418254086, 1.9996770437693807, 1.9996770398814316, 1.9996770418254086, 1.9996770398814316, 1.9996770418254086, 1.9996770437693807, 1.9996770439346578, 1.9996770439346578, 1.9996770398814316 
1.9996770418254086, 1.9996770418254086, 1.9996770398814316, 1.9996770418254086, 1.9996770418254086, 1.9996770398814316, 1.8315097649864711, 0.032658881369492576, 1.9996770437693807, 1.9996770439346578, 1.999677041660131, 1.9996770418254086, 1.9996770418254086, 1.999677039716154, 1.9996770418254086, 1.9996770437693807, 1.9996770398814316, 1.9996770418254086, 1.9996770398814316, 1.9996770418254086, 1.9996770437693807, 1.9996770439346578, 1.9996770439346578, 1.9996770398814316 
1.999677041896191, 1.999677041896191, 1.9996770408978768, 1.999677041896191, 0.03265888131578887, 1.9996770408978768, 1.8315097647613463, 1.9996770428945032, 1.9996770428945032, 1.9996770440054394, 1.9996770407852509, 1.999677041896191, 1.999677041896191, 1.9996770397869366, 1.999677041896191, 1.9996770428945032, 1.9996770408978768, 1.999677041896191, 1.9996770408978768, 1.999677041896191, 1.9996770428945032, 1.9996770440054394, 1.9996770440054394, 1.9996770408978768 
1.9996770418153806, 1.9996770418153806, 1.999677040841851, 1.9996770418153806, 1.9996770418153806, 1.999677040841851, 1.8315097647613463, 1.9996770427889077, 0.03265888139448592, 1.999677043924629, 1.9996770406796553, 1.9996770418153806, 1.9996770418153806, 1.999677039706126, 1.9996770418153806, 1.9996770427889077, 1.999677040841851, 1.9996770418153806, 1.999677040841851, 1.9996770418153806, 1.9996770427889077, 1.999677043924629, 1.999677043924629, 1.999677040841851 
1.999677041896191, 1.999677041896191, 1.9996770400229966, 0.03265888131578887, 1.999677041896191, 1.9996770400229966, 1.8315097649864711, 1.9996770437693807, 1.9996770437693807, 1.9996770440054394, 1.999677041660131, 1.999677041896191, 1.999677041896191, 1.9996770397869366, 1.999677041896191, 1.9996770437693807, 1.9996770400229966, 1.999677041896191, 1.9996770400229966, 1.999677041896191, 1.9996770437693807, 1.9996770440054394, 1.9996770440054394, 1.9996770400229966 
