1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
-Inf, -Inf, -Inf, -Inf, -Inf, -Inf, -Inf, -Inf, -Inf, -Inf, -Inf, -Inf, -Inf, -Inf, -Inf, -Inf, -Inf, -Inf, -Inf, -Inf, -Inf, -Inf, -Inf, -Inf 
5.2491855367233855, -349.09945388477274, 79.44751906205023, -93.42408984924647, 7.635996617805901, 6.69289814502872, 6.821713538839761, 3.5592944524619785, 1.1136054403310294, 0.721675368311689, -430.1709907029542, 9.465600461799273, -242.44542922523522, 8.551777802452506, 3.669642761658168, 3.0768049909724713, -177.03865126118296, -57.24784089986227, 7.209119864469994, -297.55251633798514, 2.087374292622787, 8.869985661681266, 4.689576293806135, 3.8350531005665687 
10.651664694553267, 23.248265382227096, 634.1109138545293, 13.088616266478457, 14.26153941763182, 11.288221546219042, 13.348778176657989, 7.992990084505945, 3.565924789470431, 3.056495892895961, 150.0258406308244, 16.38567283950882, 15.825020947217618, 14.32487164190081, 8.004851579746056, 7.1233169641078895, 19.11354014299183, 13.415087616575514, 12.489043992655272, 18.774093619228836, 5.941817342503587, 14.224070812164157, 9.677365147717271, 7.172584596624194 
10.651664694551393, 23.24854449295627, 564.4561192838835, 13.088616266478649, 14.26153941763182, 11.288221546219042, 13.348778176657989, 7.992990084505945, 3.565924789470431, 3.056495892895961, 47.71539944268569, 16.385672839508434, 15.825020947215359, 14.32487164190081, 8.004851579746056, 7.1233169641078895, 19.121776999116765, 13.415087617393306, 12.489043992655095, 18.780479743238537, 5.941817342503587, 14.224070812161582, 9.677365147717271, 7.172584596624194 
10.651664694549522, 23.24854449294605, 495.5341295445446, 13.088616266478832, 14.26153941763182, 11.288221546219042, 13.348778176657989, 7.992990084505945, 3.565924789470431, 3.056495892895961, -54.502288903597034, 16.385672839508043, 15.825020947213083, 14.32487164190081, 8.004851579746056, 7.1233169641078895, 19.121776999103364, 13.415087618211105, 12.48904399265491, 18.780479743221715, 5.941817342503587, 14.224070812159004, 9.677365147717271, 7.172584596624194 
10.651664694547659, 23.24854449293583, 426.88593994335764, 13.088616266479022, 14.26153941763182, 11.288221546219042, 13.348778176657989, 7.992990084505945, 3.565924789470431, 3.056495892895961, 28.989244084199537, 16.385672839507652, 15.8250209472108, 14.32487164190081, 8.004851579746056, 7.1233169641078895, 19.121776999089942, 13.41508761902889, 12.489043992654732, 18.780479743204857, 5.941817342503587, 14.224070812156429, 9.677365147717271, 7.172584596624194 
10.65166469455004, 23.248544492943402, 475.69317857758745, 13.08861626648033, 14.26153941763182, 11.288221546219042, 13.348778176657989, 7.992990084505945, 3.565924789470431, 3.056495892895961, 29.556823137378547, 16.38567283950718, 15.825020947213565, 14.32487164190081, 8.004851579746056, 7.1233169641078895, 19.12177699909782, 13.41508761870636, 12.48904399265378, 18.7804797432161, 5.941817342503587, 14.224070812158457, 9.677365147717271, 7.172584596624194 
10.651664694550824, 23.24854449294468, 475.6931785763108, 13.088616266481054, 14.26153941763182, 11.288221546219042, 13.348778176657989, 7.992990084505945, 3.565924789470431, 3.056495892895961, 29.53917247950121, 16.385672839506647, 15.825020947214057, 14.32487164190081, 8.004851579746056, 7.1233169641078895, 19.121776999097815, 13.415087618907068, 12.489043992653228, 18.78047974321676, 5.941817342503587, 14.224070812159166, 9.677365147717271, 7.172584596624194 
10.651664694551615, 23.24854449294597, 475.69317857507014, 13.08861626648178, 14.26153941763182, 11.288221546219042, 13.348778176657989, 7.992990084505945, 3.565924789470431, 3.056495892895961, 29.53556280156329, 16.385672839506103, 15.825020947214547, 14.32487164190081, 8.004851579746056, 7.1233169641078895, 19.12177699909782, 13.415087619107254, 12.489043992652682, 18.780479743217477, 5.941817342503587, 14.224070812159871, 9.677365147717271, 7.172584596624194 
10.651664694551188, 23.248544492944784, 475.693178571806, 13.088616266481527, 14.26153941763182, 11.288221546219042, 13.348778176657989, 7.992990084505945, 3.565924789470431, 3.056495892895961, 29.540089779685278, 16.385672839506185, 15.825020947214625, 14.32487164190081, 8.004851579746056, 7.1233169641078895, 19.12177699909642, 13.41508761882611, 12.489043992652805, 18.780479743214656, 5.941817342503587, 14.22407081215993, 9.677365147717271, 7.172584596624194 
