itnum,ssobja,fsobj,ssobjx,abscrit,concrit,delta,delcrit,numcuts
1, 1083.4540157903505, -16463.139644617833, 1083.4540157903505, 17546.593660408183, 16.195051570884434, 0.25, -0.0, 24 
2, 751.6212884679991, 637.803438902634, 751.6212884679991, 113.81784956536512, 0.15142978426986886, 0.0625, -0.24996827588390852, 24 
3, 734.2472124783285, 720.4763919302608, 734.2472124783285, 13.770820548067718, 0.018755019173426268, 0.05, -0.4563929417273821, 6 
4, 720.6064536705321, 720.5174631689605, 720.6064536705321, 0.08899050157162947, 0.00012349390033676328, 0.05, -139.97925999291743, 3 
5, 720.5520024961954, 720.5199303294607, 720.5520024961954, 0.03207216673467883, 4.451055111021459e-5, 0.05, -5.356068688875706, 4 
6, 720.5456031006217, 720.5233135264871, 720.5456031006217, 0.022289574134674695, 3.0934300395083996e-5, 0.05, -8.004218328629483, 3 
7, 720.5450540948672, 720.5233165246669, 720.5450540948672, 0.02173757020023004, 3.016823178050022e-5, 0.05, -0.2420557060994988, 2 
8, 720.5450540948672, 720.523332993598, 720.5452219019772, 0.0217211012691223, 3.0145375567673356e-5, 0.05, 0.038667897895399574, 5 
9, 720.5450540948672, 720.523332993598, 720.5452218230637, 0.0217211012691223, 3.0145375567673356e-5, 0.05, 0.03865048962596891, 5 
10, 720.5450540948672, 720.5233431668216, 720.5452216699364, 0.021710928045536093, 3.013125677866996e-5, 0.05, 0.038616685825844425, 5 
11, 720.5450540948672, 720.5273203633841, 720.54522215859, 0.017733731483076554, 2.4611551189329603e-5, 0.05, 0.038726502771646826, 5 
12, 720.5420073862941, 720.5273240193719, 720.5420073862941, 0.014683366922213281, 2.0378224685988714e-5, 0.05, -7.789316036042099, 1 
13, 720.5406885400515, 720.5273240193719, 720.5406885400515, 0.01336452067960181, 1.854790561054774e-5, 0.05, -3.1621200340291553, 2 
14, 720.5399242714998, 720.5273242894377, 720.5399242714998, 0.01259998206205637, 1.7486861779094064e-5, 0.05, -1.6585053055807428, 4 
15, 720.5399242714998, 720.5273298240858, 720.5403872669552, 0.01259444741401694, 1.7479180528058563e-5, 0.1, 0.2689312386799476, 5 
16, 720.5395420684513, 720.527330642916, 720.5395420684513, 0.012211425535269882, 1.6947613312397642e-5, 0.05, -0.2470785984082366, 5 
17, 720.5391504940619, 720.5273318870427, 720.5391504940619, 0.011818607019222327, 1.6402449486772316e-5, 0.05, -0.21560932326497972, 5 
18, 720.5386714794186, 720.5273326702232, 720.5386714794186, 0.011338809195308386, 1.5736572711671164e-5, 0.05, -0.25333211279303536, 5 
19, 720.53820123255, 720.5273327838842, 720.53820123255, 0.010868448665860342, 1.5083792430807006e-5, 0.05, -0.23812041879376047, 5 
20, 720.5376979066112, 720.5273329354279, 720.5376979066112, 0.010364971183321359, 1.4385050516348309e-5, 0.05, -0.24847105042932097, 6 
21, 720.5373567842057, 720.5273330137501, 720.5373567842057, 0.010023770455632075, 1.3911520841011314e-5, 0.05, -0.15911141796824177, 6 
22, 720.5371057517332, 720.5273346752393, 720.5371057517332, 0.00977107649384834, 1.356082346883838e-5, 0.05, -0.11152078503590379, 6 
23, 720.5371057517332, 720.5273785173332, 720.5387771791003, 0.009727234399974805, 1.34999770620072e-5, 0.1, 0.39274720833738147, 7 
24, 720.5371057517332, 720.5273791203405, 720.540398585731, 0.00972663139270935, 1.349914017621653e-5, 0.2, 0.5394930168240732, 7 
25, 720.5371057517332, 720.5273804875188, 720.543917199947, 0.009725264214353047, 1.3497242732843538e-5, 0.4, 0.6777154533650519, 7 
26, 720.5371057517332, 720.5288017734732, 721.7032885339738, 0.008303978259959877, 1.15247059362685e-5, 0.8, 0.9965214006163542, 7 
27, 720.5371057517332, 720.5289883712295, 721.0860983544443, 0.00811738050367694, 1.1265735572642003e-5, 1.6, 0.9901569712574578, 7 
28, 720.5371057517332, 720.5289911411336, 720.5616925988556, 0.008114610599591288, 1.1261891351347164e-5, 3.2, 0.7840875303919097, 7 
29, 720.5371057517332, 720.5289936309334, 720.5620655688206, 0.00811212079975121, 1.1258435873731644e-5, 6.4, 0.7546560517432513, 7 
30, 720.5371057517332, 720.5289957325308, 720.5619817274841, 0.008110019202376861, 1.1255519164297012e-5, 12.8, 0.7540894527604077, 7 
31, 720.5371057517332, 720.5289968720367, 720.5618449517905, 0.00810887969646501, 1.125393769694057e-5, 25.0, 0.7531137889890689, 7 
32, 720.5371057517332, 720.5289981151662, 720.561980012783, 0.008107636566933252, 1.1252212415172518e-5, 25.0, 0.7541507695021229, 7 
33, 720.5371057517332, 720.5290002890843, 720.5619957151698, 0.008105462648927642, 1.1249195335291057e-5, 25.0, 0.7542961717977652, 7 
34, 720.5371057517332, 720.5290014119596, 720.5619219851366, 0.00810433977358116, 1.1247636948724261e-5, 25.0, 0.7537957123646482, 7 
35, 720.5371057517332, 720.5290026694303, 720.5619757495582, 0.00810308230290957, 1.1245891763553988e-5, 25.0, 0.7542228157042078, 7 
36, 720.5371057517332, 720.5290036867356, 720.5618805894629, 0.008102064997615344, 1.1244479892761901e-5, 25.0, 0.7535402978590483, 7 
37, 720.5371057517332, 720.5290044220741, 720.5620866953842, 0.008101329659098155, 1.1243459350570086e-5, 25.0, 0.7550989041180544, 7 
38, 720.5371057517332, 720.5290046099249, 720.5619617693802, 0.008101141808310786, 1.1243198641182781e-5, 25.0, 0.7541874453892023, 7 
39, 720.5371057517332, 720.5290053488493, 720.5618978248597, 0.008100402883883362, 1.1242173122272618e-5, 25.0, 0.7537138920674208, 7 
40, 720.5371057517332, 720.5290101079567, 720.5619570902429, 0.00809564377652805, 1.123556817810344e-5, 25.0, 0.7541737517741699, 7 
41, 720.5371057517332, 720.5290129762491, 720.5620330307424, 0.008092775484101367, 1.1231587408197509e-5, 25.0, 0.7548477491066761, 7 
42, 720.5371057517332, 720.529014777226, 720.5619946936441, 0.008090974507126703, 1.1229087915860073e-5, 25.0, 0.7546284366386636, 7 
43, 720.5371057517332, 720.5290181738673, 720.5619724248361, 0.008087577865921958, 1.1224373875212298e-5, 25.0, 0.754503880910661, 7 
44, 720.5371057517332, 720.5290202060053, 720.5618334350023, 0.008085545727908539, 1.122155356520023e-5, 25.0, 0.7535421733201954, 7 
45, 720.5371057517332, 720.5290215326033, 720.5618355289178, 0.008084219129841586, 1.1219712441326991e-5, 25.0, 0.7536045637937918, 7 
46, 720.5371057517332, 720.5290225656613, 720.5619717166388, 0.00808318607187175, 1.1218278708127705e-5, 25.0, 0.7546532912653611, 7 
47, 720.5371057517332, 720.5290247581936, 720.5624512174603, 0.00808099353957914, 1.1215235794341435e-5, 25.0, 0.7581958675362052, 7 
48, 720.5371057517332, 720.5290251922214, 720.5625679719714, 0.008080559511768115, 1.1214633427291133e-5, 25.0, 0.7590870788640601, 7 
49, 720.5371057517332, 720.5290258654784, 720.5624093254503, 0.008079886254790836, 1.1213699045186582e-5, 25.0, 0.7579520926254465, 7 
50, 720.5371057517332, 720.529027900988, 720.5625477538621, 0.00807785074516687, 1.1210874055872755e-5, 25.0, 0.7589668506080023, 7 
51, 720.5371057517332, 720.5290306519482, 720.5624905346526, 0.00807509978494636, 1.1207056125888928e-5, 25.0, 0.7586008650129208, 7 
52, 720.5371057517332, 720.5290376194044, 720.5625520404643, 0.008068132328730826, 1.1197386316853535e-5, 25.0, 0.7591060448768764, 7 
53, 720.5371057517332, 720.5290382168814, 720.5625566781949, 0.008067534851761593, 1.119655710630426e-5, 25.0, 0.7592971671701633, 7 
