1,2,3,4,5,6,7,8,9,10,11,12
-Inf, -Inf, -Inf, -Inf, -Inf, -Inf, -Inf, -Inf, -Inf, -Inf, -Inf, -Inf 
17.474788739354008, 8.116131299965327, 5.942201367238961, -130.64539522782587, 2.4483427752462354, 17.171832892903193, 8.145542673390436, 12.71404241333764, 17.37373219558638, -123.57908761905834, 7.768117847282803, 14.313404058450452 
29.10438675946084, 17.735817979340105, 15.43222653481978, 29.697373289642613, 11.398619029144204, 28.6307558286965, 17.855803645944675, 23.139001674433317, 29.10190464291143, 38.273016072181264, 17.387737204905527, 25.30594865878552 
29.104386759464386, 17.735817979340105, 15.43222653481978, 29.697142181689813, 11.398619029144204, 28.630755828697154, 17.855803645944675, 23.139001674433317, 29.1019046429132, 38.27278278876795, 17.387737204905527, 25.305953158568993 
29.10438675946294, 17.735817979340105, 15.43222653481978, 29.696884229665002, 11.398619029144204, 28.630755828697154, 17.855803645944675, 23.139001674433317, 29.1019046429132, 38.27252240859457, 17.387737204905527, 25.30595315856899 
29.10438675946103, 17.735817979340105, 15.43222653481978, 29.69674233243917, 11.398619029143818, 28.6307558286965, 17.855803645944675, 23.139001674433317, 29.10190464291143, 38.272379175664845, 17.387737204905527, 25.305953158567682 
29.10438675946371, 17.735817979340105, 15.43222653481978, 29.69669675988557, 11.398619029144204, 28.630755828697808, 17.855803645944675, 23.139001674433317, 29.1019046429132, 38.272333174128455, 17.387737204905527, 25.305953158568336 
29.10438675946294, 17.735817979340105, 15.43222653481978, 29.696244427892573, 11.398619029144204, 28.63075582869748, 17.855803645944675, 23.139001674433317, 29.1019046429132, 38.27187658425362, 17.387737204905527, 25.305953158568336 
29.10438675946294, 17.735817979340105, 15.43222653481978, 29.696168276879, 11.398619029144204, 28.63075582869748, 17.855803645944675, 23.139001674433317, 29.1019046429132, 38.271799716416844, 17.387737204905527, 25.30595315856867 
29.104386759462614, 17.735817979340105, 15.43222653481978, 29.696045796654644, 11.398619029144204, 28.630755828697154, 17.855803645944675, 23.139001674433317, 29.1019046429132, 38.271676083264296, 17.387737204905527, 25.30595315856866 
29.10438675946196, 17.735817979340105, 15.43222653481978, 29.695758611862995, 11.398619029144204, 28.6307558286965, 17.855803645944675, 23.139001674433317, 29.10190464291143, 38.2713861951509, 17.387737204905527, 25.305953158567686 
29.104386759464152, 17.735817979340105, 15.43222653481978, 29.69559405733535, 11.39861902914453, 28.630755828697808, 17.855803645944675, 23.139001674433317, 29.1019046429132, 38.27122009164195, 17.387737204905527, 25.30595315856867 
