itnum,ssobja,fsobj,ssobjx,abscrit,concrit,delta,delcrit,numcuts
1, 1159.4907899753025, -15702.933231565332, 1159.4907899753025, 16862.424021540635, 14.542956414425987, 0.25, -0.0, 24 
2, 823.0711900417041, 738.0323970186705, 823.0711900417041, 85.03879302303358, 0.10331887940181021, 0.0625, -0.28114554269068665, 24 
3, 823.0711900417041, 805.9043116468844, 829.8294280679136, 17.16687839481972, 0.02085710033654295, 0.0625, 0.14442523701242646, 7 
4, 806.0642754093191, 805.949599129194, 806.0642754093191, 0.11467628012508158, 0.00014226691794129543, 0.05, -168.13986889402122, 4 
5, 806.0128995003016, 805.9608455794709, 806.0128995003016, 0.052053920830758216, 6.458199473361192e-5, 0.05, -4.76374955854812, 5 
6, 806.004136194872, 805.9677507921042, 806.004136194872, 0.036385402767791675, 4.5142947950071144e-5, 0.05, -3.437626998038051, 6 
7, 805.9994692297661, 805.9698538222423, 805.9994692297661, 0.029615407523806425, 3.674370598792577e-5, 0.05, -4.349312781616903, 4 
8, 805.9962315318139, 805.9698876988392, 805.9962315318139, 0.02634383297470322, 3.268480911459462e-5, 0.05, -4.903955554504785, 6 
9, 805.9952220987394, 805.9698880269742, 805.9952220987394, 0.02533407176520086, 3.14320371518209e-5, 0.05, -0.6288315599144118, 7 
10, 805.9938677601491, 805.9698896240079, 805.9938677601491, 0.023978136141181494, 2.9749774905624998e-5, 0.05, -0.6274763975713376, 7 
11, 805.9926546073488, 805.9698896240084, 805.9926546073488, 0.02276498334038024, 2.8244653608496857e-5, 0.05, -0.441894579026864, 7 
12, 805.9915936155745, 805.9698915756209, 805.9915936155745, 0.021702039953652275, 2.6925888713425687e-5, 0.05, -0.3091904118980789, 7 
13, 805.9904162847248, 805.9698922677843, 805.9904162847248, 0.020524016940498768, 2.5464343652004282e-5, 0.05, -0.3193853936793545, 6 
14, 805.9893225939402, 805.9698982860963, 805.9893225939402, 0.019424307843905808, 2.4099956785270492e-5, 0.05, -0.2908531105250565, 6 
15, 805.9883294971509, 805.9699004162215, 805.9883294971509, 0.01842908092930884, 2.2865195753894223e-5, 0.05, -0.2596019882773656, 6 
16, 805.9883294971509, 805.9740803814186, 806.0011401687946, 0.01424911573224108, 1.767905962252482e-5, 0.1, 0.7349424569686214, 6 
17, 805.9883294971509, 805.9740856570459, 805.9982570786539, 0.014243840104995797, 1.7672514084516133e-5, 0.2, 0.6599800188368555, 6 
18, 805.9883294971509, 805.9740856570459, 805.9929376690112, 0.014243840104995797, 1.7672514084516133e-5, 0.4, 0.4338402901566356, 6 
19, 805.9883294971509, 805.9740856570453, 805.9921021168473, 0.014243840105564232, 1.7672514085221397e-5, 0.8, 0.3353336170711769, 6 
20, 805.9883294971509, 805.9752235292076, 806.1167033105394, 0.013105967943261021, 1.626074158100539e-5, 1.6, 0.9284168116677427, 6 
21, 805.9883294971509, 805.9752238195035, 805.9983883482275, 0.013105677647331504, 1.6260381407143197e-5, 3.2, 0.46976865834643833, 6 
22, 805.9883294971509, 805.9754260354881, 839.1964435772782, 0.01290346166274503, 1.6009489455999675e-5, 6.4, 0.9996055028128753, 7 
23, 805.9883294971509, 805.9755279970115, 812.9740644314484, 0.012801500139403288, 1.588298449357008e-5, 12.8, 0.9981562896905762, 7 
24, 805.9883294971509, 805.9755763218358, 807.3913422092241, 0.012753175315083354, 1.582302726770047e-5, 25.0, 0.9909582061487486, 7 
25, 805.9883294971509, 805.9758375028099, 806.4287810975064, 0.012491994340962265, 1.5498976702000588e-5, 25.0, 0.971860015390621, 7 
26, 805.9883294971509, 805.9758395521407, 805.9997813475718, 0.012489945010202064, 1.54964340711892e-5, 25.0, 0.4782795113729358, 7 
27, 805.9883294971509, 805.9758447097173, 805.9941106990027, 0.012484787433550082, 1.5490035000057237e-5, 25.0, 0.31641154569302854, 7 
28, 805.9883294971509, 805.9758499660675, 805.9926916154267, 0.012479531083386064, 1.5483513379369137e-5, 25.0, 0.2589269700430679, 7 
29, 805.9883294971509, 805.9758522391973, 805.9929241702146, 0.012477257953605658, 1.548069307825904e-5, 25.0, 0.2691002753167393, 7 
30, 805.9883294971509, 805.9758559288515, 805.9908732406786, 0.012473568299355975, 1.5476115277173528e-5, 25.0, 0.1693457998788161, 7 
31, 805.9883294971509, 805.9758567581883, 805.9933639842775, 0.012472738962514995, 1.5475086308377542e-5, 25.0, 0.2875526136618671, 7 
32, 805.9883294971509, 805.9758597743609, 805.990916933079, 0.01246972279000147, 1.5471344104671682e-5, 25.0, 0.17180649824805, 7 
33, 805.9883294971509, 805.9758652415832, 805.9956832460083, 0.012464255567692817, 1.5464560852224265e-5, 25.0, 0.3709617039401414, 7 
34, 805.9883294971509, 805.9758712519529, 805.9903345801723, 0.012458245197990436, 1.5457103709878133e-5, 25.0, 0.1385746138461715, 7 
35, 805.9883294971509, 805.9758838486206, 805.9905884134598, 0.012445648530274411, 1.5441474863584686e-5, 25.0, 0.15348858491121534, 7 
36, 805.9883294971509, 805.9758859809716, 805.9909173354353, 0.012443516179246217, 1.5438829228467952e-5, 25.0, 0.1721382603441585, 7 
37, 805.9883294971509, 805.9758873269963, 805.9904695932396, 0.012442170154599808, 1.5437159198521927e-5, 25.0, 0.14674663826336484, 7 
38, 805.9883294971509, 805.9758882590024, 805.9907709022121, 0.012441238148426237, 1.543600284657555e-5, 25.0, 0.16403350737130307, 7 
39, 805.9883294971509, 805.975889455834, 805.9910777489308, 0.01244004131683596, 1.5434517922357076e-5, 25.0, 0.18093114217963865, 7 
40, 805.9883294971509, 805.9758921343619, 805.9922582771603, 0.012437362789000872, 1.5431194638710082e-5, 25.0, 0.24001605901500198, 7 
41, 805.9883294971509, 805.9758927356759, 805.9904881034988, 0.012436761474987179, 1.543044858074412e-5, 25.0, 0.14789057944129555, 7 
42, 805.9883294971509, 805.9758971731361, 805.9906011840545, 0.012432324014753249, 1.5424942967236416e-5, 25.0, 0.15444775884860343, 7 
43, 805.9883294971509, 805.9759002044158, 805.9906532631209, 0.01242929273507798, 1.5421182019882304e-5, 25.0, 0.15747843477892096, 7 
44, 805.9883294971509, 805.9759012524777, 805.9931518588611, 0.01242824467317405, 1.5419881676111093e-5, 25.0, 0.279530389248859, 7 
45, 805.9883294971509, 805.9759075002029, 805.9905756743733, 0.012421996947978187, 1.5412130043776963e-5, 25.0, 0.15306750910641978, 7 
46, 805.9883294971509, 805.9759109359543, 805.9910228480113, 0.01241856119656859, 1.5407867263183428e-5, 25.0, 0.17818649473173864, 7 
