PR_{101},PR_{102},PR_{103},PR_{104},PR_{105},PR_{106},PR_{107},PR_{108},PR_{109},PR_{110},PR_{111},PR_{112},PR_{113},PR_{114},PR_{115},PR_{116},PR_{117},PR_{118},PR_{119},PR_{120},PR_{121},PR_{122},PR_{123},PR_{124}
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.0, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25 
0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.0, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125 
0.3625, 0.3625, 0.3625, 0.3625, 0.3625, 0.3625, 0.0, 0.3625, 0.3625, 0.3625, 0.3625, 0.3625, 0.3625, 0.3625, 0.3625, 0.3625, 0.3625, 0.3625, 0.3625, 0.3625, 0.3625, 0.3625, 0.3625, 0.3625 
0.3625, 0.3625, 0.3625, 0.3625, 0.3625, 0.3625, 0.0, 0.3625, 0.3625, 0.3625, 0.3625, 0.3625, 0.3625, 0.3625, 0.3625, 0.3625, 0.3625, 0.3625, 0.3625, 0.3625, 0.3625, 0.3625, 0.3625, 0.3625 
0.4625, 0.4625, 0.4625, 0.4625, 0.4625, 0.26249999999999996, 0.0, 0.27805484814503856, 0.4625, 0.26249999999999996, 0.26249999999999996, 0.26249999999999996, 0.26249999999999996, 0.26249999999999996, 0.4625, 0.26249999999999996, 0.4625, 0.4625, 0.26249999999999996, 0.26249999999999996, 0.4625, 0.4625, 0.26249999999999996, 0.4625 
0.5125000000000001, 0.5125000000000001, 0.5125000000000001, 0.5125000000000001, 0.4625000001410744, 0.21249999999999997, 0.0, 0.22805484814503857, 0.5125000000000001, 0.21249999999999997, 0.21249999999999997, 0.21249999999999997, 0.21249999999999997, 0.21249999999999997, 0.5125000000000001, 0.21249999999999997, 0.5125000000000001, 0.5125000000000001, 0.21249999999999997, 0.21249999999999997, 0.5125000000000001, 0.5125000000000001, 0.21249999999999997, 0.5125000000000001 
0.5625000000000001, 0.5625000000000001, 0.5625000000000001, 0.5625000000000001, 0.46250000028223326, 0.16249999999999998, 0.0, 0.17805484814503858, 0.5625000000000001, 0.16249999999999998, 0.16249999999999998, 0.16249999999999998, 0.16249999999999998, 0.16249999999999998, 0.5625000000000001, 0.16249999999999998, 0.5625000000000001, 0.5625000000000001, 0.16249999999999998, 0.16249999999999998, 0.5625000000000001, 0.5625000000000001, 0.16249999999999998, 0.5625000000000001 
0.6125000000000002, 0.6125000000000002, 0.6125000000000002, 0.6125000000000002, 0.4625000004234348, 0.11249999999999998, 0.0, 0.1280548481450386, 0.6125000000000002, 0.11249999999999998, 0.11249999999999998, 0.11249999999999998, 0.11249999999999998, 0.11249999999999998, 0.6125000000000002, 0.11249999999999998, 0.6125000000000002, 0.6125000000000002, 0.11249999999999998, 0.11249999999999998, 0.6125000000000002, 0.6125000000000002, 0.11249999999999998, 0.6125000000000002 
0.6625000000000002, 0.6625000000000002, 0.6625000000000002, 0.6625000000000002, 0.4625000005645723, 0.06249999999999997, 0.0, 0.07805484814503859, 0.6625000000000002, 0.06249999999999997, 0.06249999999999997, 0.06249999999999997, 0.06249999999999997, 0.06249999999999997, 0.6625000000000002, 0.06249999999999997, 0.6625000000000002, 0.6625000000000002, 0.06249999999999997, 0.06249999999999997, 0.6625000000000002, 0.6625000000000002, 0.06249999999999997, 0.6625000000000002 
0.7125000000000002, 0.7125000000000002, 0.7125000000000002, 0.7125000000000002, 0.4625000007057205, 0.01249999999999997, 0.0, 0.028054848145038586, 0.7125000000000002, 0.01249999999999997, 0.01249999999999997, 0.01249999999999997, 0.01249999999999997, 0.01249999999999997, 0.7125000000000002, 0.01249999999999997, 0.7125000000000002, 0.7125000000000002, 0.01249999999999997, 0.01249999999999997, 0.7125000000000002, 0.7125000000000002, 0.01249999999999997, 0.7125000000000002 
