itnum,ssobja,fsobj,ssobjx,abscrit,concrit,delta,delcrit,numcuts
49, 705.5716733104775, 705.5548983095686, 705.5717767906091, 0.016775000908978654, 2.3775048720804665e-5, 0.05, 0.043456974704058585, 3 
50, 705.5716733104775, 705.5549052147019, 705.5717768309232, 0.016768095775660186, 2.376526214124136e-5, 0.05, 0.04347322631312903, 3 
51, 705.5716733104775, 705.5549052425399, 705.5717775379168, 0.01676806793761898, 2.376522268665119e-5, 0.05, 0.043759194792820075, 3 
52, 705.5716733104775, 705.5549057250198, 705.5717774383207, 0.016767585457728273, 2.3764538872505928e-5, 0.05, 0.043719220372384744, 3 
53, 705.5716733104775, 705.554905756183, 705.5717773535038, 0.016767554294574438, 2.3764494705265357e-5, 0.05, 0.043685378222610184, 3 
54, 705.5716733104775, 705.5549058405118, 705.5717773239368, 0.016767469965770943, 2.3764375186856827e-5, 0.05, 0.04367351847156754, 3 
55, 705.5716733104775, 705.5549059540575, 705.5717772087899, 0.016767356420018587, 2.376421425954547e-5, 0.05, 0.04362731724073912, 3 
56, 705.5716733104775, 705.5549060457934, 705.5717772677301, 0.016767264684176553, 2.3764084243211902e-5, 0.05, 0.043651034050749625, 3 
57, 705.5716733104775, 705.554906132574, 705.5717772618341, 0.016767177903489028, 2.3763961249771535e-5, 0.05, 0.04364871004925185, 3 
58, 705.5716733104775, 705.5549061619847, 705.5717772190969, 0.016767148492817796, 2.3763919566307838e-5, 0.05, 0.04363158648227429, 3 
59, 705.5716733104775, 705.5549063910099, 705.5717772423525, 0.01676691946761366, 2.3763594971071382e-5, 0.05, 0.043640943885770105, 3 
60, 705.5716733104775, 705.5549066122794, 705.5717770801735, 0.016766698198125596, 2.3763281367937307e-5, 0.05, 0.04357591055914932, 3 
61, 705.5716733104775, 705.5674945187234, 705.5717772986543, 0.004178791754156919, 5.9225616790280405e-6, 0.05, 0.043663747364264045, 3 
