itnum,ssobja,fsobj,ssobjx,abscrit,concrit,delta,delcrit,numcuts
1, 1043.2021226263732, -29753.649083526838, 1043.2021226263732, 30796.85120615321, 29.521461410197173, 0.25, -0.0, 12 
2, 608.3537797544839, 428.69675990731974, 608.3537797544839, 179.65701984716412, 0.2953166822102093, 0.0625, -0.2527530594286478, 12 
3, 608.3537797544839, 604.1465470021476, 643.1662461110483, 4.207232752336267, 0.006915766602179258, 0.125, 0.29965749414886583, 3 
4, 604.3926642159271, 604.3353033833566, 604.3926642159271, 0.05736083257045266, 9.49065664866347e-5, 0.05, -107.68725061825492, 3 
5, 604.3780963401532, 604.3353033833566, 604.3780963401532, 0.0427929567965748, 7.080494322296417e-5, 0.05, -5.879365421094763, 1 
6, 604.3720483948912, 604.3363455613276, 604.3720483948912, 0.0357028335636187, 5.9074263375404945e-5, 0.05, -4.326487415663483, 1 
7, 604.3678413124849, 604.3363555629838, 604.3678413124849, 0.031485749501030114, 5.209699681016843e-5, 0.05, -9.227922788246408, 3 
8, 604.3653493594082, 604.3363561009212, 604.3653493594082, 0.02899325848704848, 4.797306549386862e-5, 0.05, -4.788278124737032, 3 
9, 604.3629570864471, 604.336356757967, 604.3629570864471, 0.026600328480071767, 4.4013830047268264e-5, 0.05, -4.089976414319295, 3 
10, 604.3606699159394, 604.3363569908531, 604.3606699159394, 0.024312925086292125, 4.022916496149524e-5, 0.05, -3.5083299380350392, 3 
11, 604.3586271724306, 604.3363593776847, 604.3586271724306, 0.022267794745857827, 3.684533279525913e-5, 0.05, -2.8051100961821462, 3 
12, 604.357356432943, 604.3363593776874, 604.357356432943, 0.020997055255634223, 3.474278095919975e-5, 0.05, -1.5789957964618349, 3 
13, 604.3565399005079, 604.3363605877385, 604.3565399005079, 0.020179312769414537, 3.338974833089953e-5, 0.05, -0.9268371335855248, 3 
14, 604.355762629542, 604.3363605877373, 604.355762629542, 0.01940204180471028, 3.210367635163948e-5, 0.05, -0.8117607377975102, 3 
15, 604.3549864099014, 604.3363624977713, 604.3549864099014, 0.018623912130010467, 3.081618014048417e-5, 0.05, -0.7499356867631634, 3 
16, 604.3543647537186, 604.3363624977746, 604.3543647537186, 0.018002255943997625, 2.978758323575734e-5, 0.05, -0.5525174588069667, 3 
17, 604.3540283766187, 604.3364195473875, 604.3540283766187, 0.017608829231107848, 2.913661265467985e-5, 0.05, -0.2251856475518004, 4 
18, 604.3540283766187, 604.3364235356452, 604.3558859173323, 0.017604840973490354, 2.913001344721166e-5, 0.1, 0.4580753211242146, 4 
19, 604.3540283766187, 604.3415408980167, 605.1913643729247, 0.012487478601997282, 2.066252232245124e-5, 0.2, 0.9965493679567885, 4 
20, 604.3540283766187, 604.3415444816378, 604.4021286790048, 0.012483894980846344, 2.065659265046649e-5, 0.4, 0.9209918518275001, 4 
21, 604.3540283766187, 604.3415451223314, 604.364189813573, 0.01248325428730368, 2.0655532520952032e-5, 0.8, 0.6223455233595354, 4 
