conidx,dualval
1,-0.07223314182689498
2,-0.07225843771115135
3,-0.07143636516074507
4,-0.07232958389564578
5,-0.07240053605457968
6,-0.07249779310923135
7,-0.07185498447811704
8,-0.07212102836813575
9,-0.07238784533806639
10,-0.0725738383138297
11,-0.07279614530843656
12,-0.07285970558107194
13,-0.07443401531284183
14,-0.060919527673946046
15,-0.06982056453361335
16,-0.07008977443829181
17,-0.06959163720401239
18,-0.0693596202075846
19,-0.07027835718717862
20,-0.07044234218621068
21,-0.06914417585375873
22,-0.06932005661570817
23,-0.07053253393567832
24,-0.07043269940619716
25,-0.06510846813054978
26,-0.06491643399989737
27,-0.07115280306347735
28,-0.0643745121143289
29,-0.06383946798263772
30,-0.06310210654577972
31,-0.06322820657828923
32,-0.06322820657828923
33,-0.0639307335623674
34,-0.0625256795942111
35,-0.060910910749367005
36,-0.0616988770060376
37,-0.06096593111506259
38,-0.05860138189208602
39,-0.08281639216541137
40,-0.05535704373542959
41,-0.06604540897145923
42,-0.07028940868891331
43,-0.05722266205758655
44,-0.058844938859462015
45,-0.07423026556940623
46,-0.07101309650200505
47,-0.059737191100493525
48,-0.07839772224481854
49,-0.05613906961141214
50,-0.05873612060662297
51,-0.0
52,-0.07660290571231315
53,-0.06298652500696929
54,-0.06734161729004469
55,-0.08065481456459941
56,-0.08065481456459941
57,-0.09123397383035867
58,-0.07007565529884026
59,-0.07162518290195882
60,-0.06268635696864619
61,-0.07084935419209289
62,-0.06354851656553051
63,-0.05043808237398268
64,-0.05220272337864325
65,-0.0
66,-0.06460094096434124
67,-0.057307091639401134
68,-0.06174567273571237
69,-0.056897786590721054
70,-0.034533338682229624
71,-0.06418689233868345
72,-0.031329964324681464
73,-0.06460779376920868
74,-0.07223314182689498
75,-0.07717376563284346
76,-0.07717376563284345
77,-0.07717376563284349
78,-0.07717376563284346
79,-0.07717376563284349
80,-0.07717376563284346
81,-0.07717376563284348
82,-0.07717376563284348
83,-0.07717376563284348
84,-0.07717376563284349
85,-0.07717376563284349
86,-0.07717376563284357
87,-0.07717376563284345
88,-0.07717376563284342
89,-0.07717376563284342
90,-0.07717376563284342
91,-0.07717376563284342
92,-0.0771737656328434
93,-0.07717376563284337
94,-0.07717376563284342
95,-0.07717376563284344
96,-0.07717376563284338
97,-0.07717376563284345
98,-0.0771737656328434
99,-0.07717376563284341
100,-0.07717376563284344
101,-0.07717376563284344
102,-0.0771737656328434
103,-0.07717376563284342
104,-0.07717376563284341
105,-0.07717376563284341
106,-0.07717376563284344
107,-0.07717376563284342
108,-0.07717376563284342
109,-0.07717376563284341
110,-0.0771737656328434
111,-0.07717376563284342
112,-0.07717376563284345
113,-0.07717376563284342
114,-0.07717376563284342
115,-0.07717376563284342
116,-0.07717376563284338
117,-0.07717376563284337
118,-0.07717376563284342
119,-0.07717376563284341
120,-0.07717376563284337
