w,theta
120.26268754679651, 69.38946650327273 
116.90949114683985, 67.57281195405767 
118.4654814344126, 69.48260529514357 
117.9779484065601, 68.0237076654672 
122.491994376919, 69.20224909159096 
115.52027840728363, 69.8245026490696 
114.58264904293728, 69.25411937840366 
120.83392774533473, 70.8868734832736 
118.34645589345686, 69.74039722439436 
119.75757183288, 71.04729243345622 
88.76841929828794, 62.67024268783557 
91.53291004348763, 64.07413208848504 
89.51406380191347, 62.88747922209064 
86.3919220804051, 62.2358622849855 
84.31465214288912, 62.61035346565139 
86.74393959660719, 62.480791109296135 
86.52969794767512, 62.44772987206344 
85.84080111199296, 62.46343979020863 
84.5775631818328, 61.98303228589563 
88.65024839264544, 61.53202124679351 
82.92393857007579, 61.687186499362525 
84.7580658066847, 61.939585188877075 
86.31464240391819, 62.206124872273925 
86.56340748154088, 62.35096726564143 
89.1955005278468, 61.156548568972184 
83.16255969046324, 62.22467534421111 
83.31955236230374, 62.03412094207246 
85.17460980590636, 62.213950876210944 
83.0502922658963, 61.92168599009602 
82.03303579493988, 61.67412457656756 
82.2429872423063, 61.11888977184963 
83.31226001034454, 61.62040235752912 
81.82585763706302, 61.6686247471412 
81.90259818836327, 61.49149167457377 
84.91556760310834, 61.77335430033307 
82.94022082055133, 61.91258533033296 
83.20374652564016, 61.70302792199228 
79.76991538393781, 61.73470900496301 
81.04159664787076, 60.66286648260907 
83.54068674955224, 61.1022731674143 
79.62874479718818, 60.51480786891062 
79.59566089324535, 61.83859062178215 
78.70745298932795, 60.115953313828825 
78.46624281924954, 60.99095711807312 
80.52163835562325, 60.00777217732475 
79.8247572155648, 59.84925175847334 
77.85593362322383, 60.31306629534549 
112.78706675663253, 68.84213603320289 
116.14056025820125, 71.45893773996724 
115.50499662958768, 69.2863455599937 
118.09478478017044, 71.82499128191643 
111.09153964424917, 68.6243533491203 
111.04966922076284, 69.4228710829023 
110.88499206484036, 66.83041761167729 
114.71515822522426, 69.72793625548454 
112.00423649075648, 69.0552931645441 
110.04485171937108, 68.72897576192929 
114.228821747615, 70.64690930858453 
115.8995478564557, 71.15947831634094 
108.52178030555946, 69.80488720759811 
108.57760527828157, 70.6803944175582 
108.86433582088893, 67.62161207750931 
109.12408584525556, 70.46712817526914 
112.41773184065465, 70.59081020416579 
107.17433092091014, 69.66558978329725 
108.58715742861645, 69.456073180168 
112.19781169799286, 69.7433385554703 
107.60835716321051, 69.00275000268914 
108.92057905691597, 69.73548860561347 
103.86688623490005, 67.16279294601624 
105.94889122046192, 69.38527874845585 
107.41386432025104, 69.17782404139591 
107.37776275570742, 70.15949753151153 
106.4885718385149, 69.23736285942383 
104.41502818847083, 68.49382112321379 
111.93052162856307, 67.6278228614231 
110.5695695763042, 67.73391827605266 
106.80005087320001, 70.22481426431914 
106.8280731417201, 69.39536763959079 
106.2441564489847, 69.43871826027828 
111.28451477628411, 68.47519578579742 
103.9236695214068, 70.11100339169737 
108.08689918974062, 67.78020027553559 
104.22404695369343, 68.63548853960138 
102.14133572763271, 68.15435597342042 
100.60150968927724, 68.50296078384856 
100.31560489534527, 67.03272613116634 
100.67551061267787, 65.4740952619949 
104.53775208554444, 68.59581752271504 
105.52494868324634, 66.59240656801147 
99.09613188164246, 66.13461876917603 
109.51630614658698, 69.18648262295893 
102.75183248888496, 67.75555551517449 
105.30721639323878, 67.55916366483888 
105.08631317865553, 69.1648809192794 
102.07467713310125, 69.6334294337878 
104.68595280587225, 69.87266898530477 
100.33253964868791, 67.82044257828258 
106.34448698519763, 70.17317355541944 
100.20591554947242, 69.60359992329357 
104.31267146179539, 70.44401406378735 
104.43427579335575, 66.14117839705058 
102.33684919793686, 68.79066801410619 
102.67300433252831, 68.29385673488277 
106.37296837229286, 67.54220124842324 
100.32504287974771, 66.50522856566758 
100.94918244455214, 67.7609193265155 
98.30735930742037, 66.01388955010405 
104.61133504580638, 68.77594092585072 
104.71325672417943, 70.06866498047141 
103.25260865463619, 69.54659195234385 
105.56526612341166, 69.41855023270385 
100.90386814454149, 67.8714274692565 
100.79451069143053, 67.96651652871974 
106.0921014042181, 69.85355350041216 
100.30237731484073, 69.42168939824343 
98.65032211392162, 68.31133202841457 
93.96273991757273, 68.67417141357768 
94.35180340422886, 65.93633217594395 
103.13543106074218, 69.99324523482072 
99.79072702221077, 67.77799763343971 
94.4863176790979, 66.37003279811346 
95.5900387616119, 66.81665649085943 
100.92269528037505, 67.97606505713236 
98.31737101971314, 68.54659996082879 
119.07541216579611, 71.25011234944627 
99.5205877250007, 69.69259550878485 
104.02988405908317, 69.90408833758246 
102.29153117822432, 70.1103144488057 
95.20264113455302, 68.44789738373822 
96.96327843788848, 69.32034135737834 
96.341151896334, 68.96974785904939 
104.62378303506091, 69.9390242936536 
103.37017546158197, 70.46694764120666 
99.55871725742364, 70.01911119369454 
96.74336268885209, 69.22514537277974 
101.25959839665279, 70.18967588936616 
99.81465535005671, 70.14509867429257 
92.75830129469173, 68.56259383897518 
94.61672419865107, 69.32390384479864 
92.78503238010924, 68.32754281300308 
91.15509449912975, 67.5313457899451 
88.78470121425053, 67.01180451438617 
90.58120042996251, 67.90376539198128 
92.4848952030845, 68.68380611501455 
90.64887546493051, 67.91038894710789 
94.90521067883648, 69.35095600822355 
93.00705617670997, 68.51902629178868 
91.7852652450035, 68.33721883691575 
96.16394645041834, 69.7382048445552 
94.34983245784004, 68.67567103519379 
91.14379375081845, 68.1645995384643 
95.16890582295464, 69.48234038882758 
94.08015111382065, 69.22498300025622 
90.2546777928878, 67.83240532342019 
90.08731060556696, 68.2107232308911 
93.23987560774734, 69.10615494568545 
92.5914421639973, 68.44705097404712 
94.11484297666911, 69.18840680979308 
95.13766379551429, 69.60670450557308 
97.29208308811798, 70.10943107978511 
93.91500060642608, 69.5488514085936 
95.22300930021181, 69.2240362717774 
96.90513198730136, 70.15790413028547 
93.60569159088038, 68.78886017504058 
88.21324169738497, 67.4966858728332 
93.14556041446849, 68.66492720029821 
91.5516281309371, 68.90666419116829 
96.38910556286004, 68.10631569864235 
93.51001810563312, 68.57351029282027 
91.53502265807393, 68.08586229470363 
90.29829727040844, 67.34026579368705 
89.28168153376352, 68.30453396838135 
91.08495465347846, 68.33531608102099 
98.05452984329457, 69.65278990196462 
92.12822273051275, 68.52955394698076 
92.58683935746734, 68.8529669413628 
92.3625914466835, 69.17015465662628 
91.33127542777156, 68.43201129782635 
91.38307927180617, 67.60012055289877 
90.66124756832437, 68.72757825106895 
90.95462714270953, 67.8863126480016 
90.74005880946422, 68.02428942728763 
90.97968874085228, 67.33452419574475 
92.95868374195233, 68.39482420282894 
89.16499986006865, 68.19323169138815 
86.27670481493332, 67.87765747752844 
90.89465943114078, 66.81783552179358 
84.22660162354998, 65.68587458375274 
86.51158834521576, 66.84442716569302 
84.4672709836525, 65.67254716182354 
85.12715112337887, 66.00599352419711 
86.57137208683645, 67.44311311844484 
85.26030544815936, 66.9127486860107 
85.44653866729533, 66.51972406316372 
82.47940827898836, 65.37742412427414 
82.10463371311774, 64.77589734649837 
87.62246301329525, 67.12207724275208 
84.38660741414026, 66.0303515516975 
87.29109456401002, 67.36981153309834 
89.07657323100239, 67.67905609869412 
88.89500197821934, 67.77649446964628 
87.16943200474094, 67.89308628476806 
81.97479671130762, 65.71808553506624 
83.53506634525891, 66.56191655664671 
84.70021270215844, 66.48999204529696 
82.91037159020931, 65.86800102869874 
85.72520756867672, 67.03232878350107 
80.43788581222545, 65.25745878590855 
81.3331688171208, 66.12833381963353 
84.61862718182391, 67.16623454405487 
78.98697517520621, 64.30673663813783 
84.11044573834619, 66.5028255906046 
84.10381427880884, 65.96533122900625 
84.11360229614019, 66.00776866113937 
83.34317375510605, 66.10917885656593 
83.98984815780352, 66.02719522955613 
83.4080144344631, 66.88305205307036 
84.45437756716368, 67.3281649529199 
84.33019267489135, 66.80756275906651 
80.94763002530081, 65.49857907340771 
80.56591485080668, 65.43598833942376 
84.1006402970755, 66.76199916336488 
90.07709723142148, 67.18085264152205 
80.75856559526207, 65.09812457585953 
81.59846880504364, 65.64750499380024 
81.42908893419178, 65.98523267924233 
81.20581279514337, 65.53405894237957 
89.43179809731873, 68.49778749372992 
84.39546659465387, 67.74909878577407 
85.0500725890536, 67.82390747436337 
88.90266208066265, 67.61126010312397 
87.21632123477633, 68.47566264187702 
82.39571250420099, 66.67045030463323 
82.07285390897127, 67.26572772556362 
79.49990771973465, 65.73711907825066 
86.29336103727138, 67.57512026110868 
81.37854593739574, 67.09385082110208 
83.60375764561448, 67.89110618991691 
83.30832121286855, 67.94364537581075 
82.93524364666021, 67.74401895784756 
82.2117839787993, 67.36380957094521 
82.64034152154105, 66.74933720482016 
81.12292912448746, 66.77191391189687 
80.79967698058726, 66.82934767065949 
79.42377672602848, 65.69685864871785 
85.53667607554101, 66.48221008548397 
87.4964334619188, 67.4452546551364 
84.9835116742234, 66.58777813994725 
87.66909356119999, 67.21740787527821 
88.2983888989447, 68.42517658985054 
85.73399923779024, 67.19199764910513 
80.80159836694133, 65.69167712298534 
79.7886574499099, 65.47590124675682 
81.716270995223, 66.06143893843898 
82.43713574169169, 66.60982683365704 
81.38975185746739, 66.67449888872378 
85.2349797545586, 66.48410439340543 
80.14875384684468, 65.84031653794732 
78.72906452572691, 65.06781697222868 
82.27762760389237, 66.47840058618634 
83.17329976088999, 67.3870509492713 
82.03958935858563, 67.31269277948986 
79.5145457230702, 66.12563370222642 
89.30113022866153, 63.418930838494404 
81.47438823762027, 61.97189179267186 
87.80843998362764, 61.74861912375117 
85.86917123912518, 63.0636295539778 
82.04337646577798, 60.7142945442531 
87.627971858812, 63.723384063571345 
77.766939924306, 60.8111228379198 
82.86373538947839, 62.81304073909252 
79.68010013702346, 60.78214056067768 
76.99068718493362, 60.58917105789267 
83.57375011518309, 61.87645752817281 
88.78129109739425, 63.25724505482911 
84.44307990929732, 61.31010533208506 
83.7211884676762, 63.8164689915727 
79.66261861267941, 60.68708011666216 
73.4068173060432, 59.14171587221231 
86.46150832808539, 66.10322105609472 
82.25384798893685, 66.70936403364472 
82.51173379436256, 66.51497651460562 
83.50476357716872, 68.12375946332124 
80.99502444983591, 66.51639496514451 
84.03815310665897, 68.20435833082895 
81.02218422194031, 64.91261252344589 
84.35528415932433, 66.32914675139929 
80.55458462399224, 65.75350531988437 
79.44782602572022, 64.59849126069949 
87.64236290424938, 66.51970145221514 
82.90826249708522, 65.93132124067262 
77.53789381373198, 62.892707632951115 
84.13415393650638, 66.32161511798425 
80.00531466104007, 64.6547178630371 
89.06139354558319, 67.89776048516329 
85.28616762721279, 66.41721959929706 
80.0870443687771, 65.95759564489445 
82.01053803264413, 67.82637730334167 
82.13757280157571, 59.82415305582793 
79.75635976248661, 60.874883220738596 
79.80553139325599, 61.110568444398695 
76.83345880442948, 59.27806928386503 
82.30315041152494, 61.246712348935155 
82.08659532004958, 60.696724629355074 
81.2154238521756, 62.21317427018383 
80.14783581302626, 60.72180766910277 
79.29041057836972, 61.69696309410235 
78.57316588063955, 58.900666930130654 
81.12058322251167, 62.94242725523086 
81.40993231651441, 63.64000217878789 
77.72042145678711, 61.1994553886052 
80.49260938526069, 62.56059849129267 
78.32939768438541, 61.733263715485116 
80.10270933991646, 63.051967023064336 
80.14606821733568, 61.98803790771078 
79.14254963672346, 63.17191562959476 
82.0889892203108, 62.56778710266592 
79.6391826870636, 61.98525803453336 
81.74350994598058, 63.7489526137034 
77.86730336945857, 63.35544937814485 
81.47348794603985, 62.46901062294428 
78.33623274567215, 62.45920040948353 
78.83031398616424, 61.1547560658216 
78.47680551677121, 61.84549902090748 
80.35098485240181, 63.352435965047164 
80.19777992323628, 63.45706860742708 
78.29968389098114, 62.74810248044413 
79.88708779945833, 62.66298992146175 
80.12376149819974, 62.02506966915545 
79.67877293150042, 63.70158218195554 
80.01888119178551, 62.10899116874222 
78.87742573762776, 61.711680305715646 
78.52161012463992, 61.08169840378254 
78.29403837736426, 62.44333112808102 
78.11188279080025, 61.95158923543755 
77.40668161923145, 63.03090445416485 
77.74488882240476, 62.2657949294982 
79.3469315196439, 62.92679363249061 
81.3781944404621, 64.3186579407342 
77.48828741589455, 62.40301848993408 
79.22602497619366, 62.7506127787553 
76.95620933735049, 61.89974698835181 
77.08630931062275, 61.31582816717501 
78.95440881038222, 64.0422311131616 
